age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,683,yes,no,unknown,14,may,245,2,-1,0,unknown,no
49,blue-collar,married,primary,no,937,yes,no,unknown,12,jun,66,1,-1,0,unknown,no
36,admin.,married,secondary,no,0,no,yes,cellular,29,jul,113,8,-1,0,unknown,no
58,retired,married,tertiary,no,2084,yes,no,unknown,2,jun,75,5,-1,0,unknown,no
33,services,married,secondary,no,931,yes,no,unknown,29,may,263,3,-1,0,unknown,no
35,services,married,secondary,no,-50,no,no,cellular,2,feb,71,1,-1,0,unknown,no
53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
40,housemaid,divorced,secondary,no,1194,yes,no,cellular,20,nov,99,2,-1,0,unknown,no
36,services,single,secondary,no,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125,2,-1,0,unknown,no
45,blue-collar,married,primary,no,2433,no,no,cellular,6,aug,133,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,no
36,services,married,secondary,no,208,yes,no,unknown,16,may,99,1,-1,0,unknown,no
42,blue-collar,married,primary,no,1752,yes,no,unknown,16,jun,19,21,-1,0,unknown,no
53,technician,single,secondary,yes,-435,yes,yes,unknown,16,jun,131,2,-1,0,unknown,no
57,housemaid,married,secondary,no,271,no,no,cellular,31,jul,81,4,-1,0,unknown,no
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,1,91,4,success,yes
36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,29,4,-1,0,unknown,no
32,management,married,secondary,no,251,no,no,cellular,25,aug,272,6,-1,0,unknown,no
53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,no
33,blue-collar,divorced,secondary,no,86,no,yes,cellular,21,nov,183,3,186,1,failure,no
39,technician,divorced,secondary,no,566,no,no,cellular,21,nov,46,7,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,1,no,yes,unknown,19,jun,289,1,-1,0,unknown,no
31,student,single,secondary,no,334,yes,no,cellular,5,feb,195,4,233,2,other,no
28,management,single,tertiary,no,355,yes,yes,unknown,28,may,300,4,-1,0,unknown,no
52,blue-collar,divorced,primary,no,0,yes,yes,unknown,20,may,47,1,-1,0,unknown,no
26,technician,single,tertiary,no,813,yes,no,unknown,29,may,140,3,-1,0,unknown,no
32,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,1,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,-23,no,yes,cellular,20,aug,195,7,-1,0,unknown,no
33,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,no
63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes
46,blue-collar,married,secondary,no,853,no,no,cellular,11,jul,1187,3,-1,0,unknown,no
41,management,single,tertiary,no,572,yes,no,cellular,3,feb,419,2,271,2,failure,no
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes
52,technician,married,secondary,no,279,no,yes,cellular,2,feb,72,1,203,3,failure,no
30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253,4,-1,0,unknown,no
59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,335,1,-1,0,unknown,yes
34,admin.,married,secondary,no,1365,yes,no,unknown,29,may,293,2,-1,0,unknown,no
33,management,single,tertiary,no,541,yes,yes,unknown,21,may,572,1,-1,0,unknown,no
55,management,married,tertiary,no,0,no,no,cellular,22,aug,64,2,-1,0,unknown,no
35,management,divorced,tertiary,no,321,yes,no,unknown,9,may,189,1,-1,0,unknown,no
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,unknown,no
47,admin.,married,secondary,no,533,no,yes,unknown,9,jun,128,1,-1,0,unknown,no
45,services,married,secondary,no,1181,yes,no,cellular,7,aug,141,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
36,blue-collar,single,primary,no,1959,yes,no,cellular,13,may,1966,1,-1,0,unknown,no
26,services,single,secondary,no,2158,yes,yes,telephone,5,jun,227,1,-1,0,unknown,no
32,management,married,tertiary,no,1969,no,no,cellular,18,aug,271,8,-1,0,unknown,no
76,retired,married,secondary,no,852,no,no,telephone,3,feb,283,2,-1,0,unknown,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,nov,116,4,154,1,failure,no
42,management,married,tertiary,no,-1613,yes,no,unknown,20,jun,9,18,-1,0,unknown,no
43,blue-collar,married,secondary,no,1927,yes,no,cellular,19,nov,63,1,-1,0,unknown,no
46,blue-collar,married,primary,no,557,no,no,unknown,18,jun,89,1,-1,0,unknown,no
42,housemaid,married,secondary,no,327,no,no,cellular,14,aug,110,1,-1,0,unknown,no
34,management,single,tertiary,no,-322,no,no,unknown,9,may,198,1,-1,0,unknown,no
39,admin.,single,secondary,no,720,yes,no,telephone,22,apr,154,8,14,5,other,no
44,services,divorced,secondary,no,1,yes,no,unknown,6,may,235,4,-1,0,unknown,no
36,self-employed,divorced,tertiary,no,6385,yes,no,cellular,21,nov,70,2,-1,0,unknown,no
59,technician,married,secondary,no,6,no,yes,unknown,1,jul,292,1,-1,0,unknown,no
27,technician,single,tertiary,no,75,yes,yes,cellular,5,may,308,1,351,1,failure,no
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,no
40,management,single,tertiary,no,242,yes,no,unknown,6,may,221,2,-1,0,unknown,no
60,technician,married,secondary,no,955,no,no,cellular,18,aug,37,3,-1,0,unknown,no
31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,yes
20,student,single,secondary,no,1681,no,no,telephone,16,apr,130,1,-1,0,unknown,no
32,technician,married,tertiary,no,943,no,no,cellular,14,aug,127,2,-1,0,unknown,no
55,admin.,single,secondary,yes,986,no,yes,cellular,2,feb,12,3,-1,0,unknown,no
34,student,single,unknown,no,1281,no,no,cellular,30,apr,109,1,-1,0,unknown,no
38,admin.,married,secondary,no,1116,yes,yes,unknown,16,jun,406,2,-1,0,unknown,no
33,blue-collar,married,primary,no,934,yes,no,unknown,4,jun,244,2,-1,0,unknown,no
26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,-1,0,unknown,no
35,admin.,married,secondary,no,421,yes,no,cellular,18,nov,350,1,-1,0,unknown,no
40,services,single,secondary,no,4126,no,no,cellular,4,feb,671,2,-1,0,unknown,no
31,technician,single,secondary,no,-466,no,no,cellular,22,aug,142,1,-1,0,unknown,no
47,management,married,tertiary,no,1649,yes,no,cellular,5,may,217,2,-1,0,unknown,no
51,blue-collar,married,primary,no,720,no,no,cellular,7,jul,160,5,-1,0,unknown,no
52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown,no
53,unemployed,divorced,secondary,no,4512,no,no,unknown,19,jun,203,2,-1,0,unknown,no
45,technician,single,tertiary,no,302,yes,no,cellular,21,nov,22,2,154,4,failure,no
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,1484,no,no,cellular,21,jul,274,3,-1,0,unknown,no
53,services,divorced,primary,no,200,no,no,cellular,17,nov,182,3,-1,0,unknown,no
47,services,married,secondary,no,651,no,yes,cellular,16,jul,325,2,-1,0,unknown,no
36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
66,retired,married,secondary,no,2048,no,no,cellular,27,aug,212,1,-1,0,unknown,yes
55,admin.,married,secondary,no,332,yes,no,unknown,14,may,217,1,-1,0,unknown,no
32,student,single,unknown,no,376,no,no,cellular,12,aug,192,1,91,5,failure,no
55,housemaid,divorced,tertiary,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown,yes
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,no
30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,yes
29,management,married,tertiary,no,620,yes,no,unknown,18,jun,72,3,-1,0,unknown,no
35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,1,-1,0,unknown,yes
51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,1,-1,0,unknown,yes
26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1,0,unknown,no
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
43,services,single,unknown,no,193,yes,no,unknown,8,may,74,7,-1,0,unknown,no
59,housemaid,married,primary,no,935,yes,no,cellular,19,nov,103,3,166,2,failure,no
54,services,married,unknown,no,0,yes,no,cellular,5,feb,686,2,267,1,other,yes
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,730,1,-1,0,unknown,no
54,management,married,tertiary,no,1623,no,no,cellular,31,jul,25,8,-1,0,unknown,no
34,blue-collar,married,primary,no,12,no,no,telephone,21,nov,61,3,-1,0,unknown,no
46,management,divorced,tertiary,no,233,yes,yes,cellular,14,may,57,4,-1,0,unknown,no
31,technician,single,tertiary,no,2530,yes,no,cellular,16,apr,60,1,342,1,failure,no
44,management,single,tertiary,no,709,yes,no,cellular,19,nov,54,1,-1,0,unknown,no
29,technician,single,secondary,no,1714,no,yes,telephone,10,jul,45,1,-1,0,unknown,no
51,management,divorced,tertiary,no,-202,no,no,cellular,19,aug,504,4,-1,0,unknown,no
89,retired,divorced,primary,no,1323,no,no,telephone,29,dec,207,4,189,1,other,no
44,services,single,secondary,no,0,yes,no,unknown,14,may,198,1,-1,0,unknown,no
48,blue-collar,married,primary,no,281,yes,no,unknown,19,may,100,3,-1,0,unknown,no
35,entrepreneur,married,secondary,no,10,yes,no,cellular,21,jul,314,7,-1,0,unknown,no
53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure,no
25,blue-collar,single,primary,no,15,no,no,cellular,21,jul,24,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,3429,yes,no,cellular,17,apr,516,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,129,yes,no,cellular,12,may,183,4,-1,0,unknown,no
43,management,single,tertiary,no,946,no,no,telephone,28,aug,40,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
53,entrepreneur,married,tertiary,no,624,no,yes,cellular,21,jul,180,4,-1,0,unknown,no
33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no
72,retired,married,secondary,no,6253,no,no,telephone,7,sep,456,1,-1,0,unknown,no
36,technician,married,tertiary,no,4388,no,no,cellular,8,aug,52,3,-1,0,unknown,no
41,admin.,single,tertiary,no,873,yes,no,cellular,9,feb,16,9,-1,0,unknown,no
50,management,married,tertiary,no,1859,no,no,cellular,11,aug,85,5,-1,0,unknown,no
49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,20,nov,291,1,-1,0,unknown,no
39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,6,-1,0,unknown,yes
59,technician,married,secondary,no,478,no,no,cellular,11,aug,108,5,-1,0,unknown,no
37,blue-collar,single,secondary,no,3572,yes,yes,cellular,20,nov,341,2,-1,0,unknown,no
36,management,single,tertiary,no,1339,yes,no,cellular,11,jul,136,1,-1,0,unknown,no
30,technician,single,tertiary,no,1323,yes,no,cellular,15,may,223,1,-1,0,unknown,no
49,admin.,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,-1,0,unknown,yes
30,admin.,married,secondary,no,15,yes,no,unknown,9,may,257,1,-1,0,unknown,no
42,services,married,secondary,no,120,yes,no,cellular,17,apr,179,1,-1,0,unknown,no
27,technician,single,secondary,no,0,no,no,cellular,6,feb,161,1,-1,0,unknown,no
43,technician,married,tertiary,no,1663,no,no,cellular,7,aug,185,2,-1,0,unknown,no
34,technician,single,secondary,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,315,no,no,cellular,4,may,76,4,89,3,success,no
51,retired,married,secondary,no,806,no,no,unknown,20,jun,32,1,-1,0,unknown,no
66,retired,married,secondary,no,3409,no,no,cellular,19,oct,133,3,160,3,failure,no
34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown,no
37,technician,married,secondary,no,523,yes,no,cellular,20,nov,232,4,-1,0,unknown,no
35,technician,single,secondary,no,2471,yes,yes,cellular,25,jul,136,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
54,admin.,divorced,tertiary,no,122,no,no,cellular,26,oct,322,1,547,1,failure,no
60,technician,married,tertiary,no,1626,yes,yes,unknown,27,may,395,2,-1,0,unknown,no
32,management,married,tertiary,no,859,yes,yes,cellular,11,may,195,5,172,11,other,no
57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,1063,2,-1,0,unknown,yes
40,management,single,tertiary,no,80,yes,no,cellular,30,jan,182,3,-1,0,unknown,no
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes
45,blue-collar,married,unknown,no,23,yes,no,cellular,12,may,134,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,185,yes,no,cellular,7,may,212,1,-1,0,unknown,no
41,technician,single,secondary,no,214,no,no,cellular,11,aug,228,2,-1,0,unknown,no
59,admin.,married,secondary,no,1365,no,no,unknown,19,jun,327,1,-1,0,unknown,no
41,housemaid,married,primary,no,379,no,yes,unknown,4,sep,9,1,-1,0,unknown,no
47,admin.,married,unknown,no,0,yes,no,unknown,7,may,164,1,-1,0,unknown,no
35,technician,single,secondary,no,365,yes,no,unknown,8,may,256,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,no
29,technician,married,secondary,no,266,yes,no,cellular,18,may,208,1,-1,0,unknown,no
35,management,single,tertiary,no,134,no,no,cellular,4,feb,219,1,-1,0,unknown,no
51,services,married,unknown,no,224,yes,no,unknown,29,may,52,3,-1,0,unknown,no
46,management,married,tertiary,yes,-337,no,yes,cellular,21,aug,120,2,-1,0,unknown,no
37,student,married,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,unknown,no
50,retired,married,primary,no,172,yes,yes,cellular,15,may,7,6,-1,0,unknown,no
28,student,single,secondary,no,4793,no,no,unknown,27,may,151,1,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,29,aug,35,14,-1,0,unknown,no
52,self-employed,married,secondary,no,3720,no,no,cellular,20,nov,114,2,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,yes,unknown,21,may,72,5,-1,0,unknown,no
54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,no
46,technician,married,secondary,no,78,no,no,cellular,20,aug,172,2,-1,0,unknown,no
37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no
44,technician,married,secondary,no,370,no,yes,cellular,29,aug,64,4,-1,0,unknown,no
53,retired,married,secondary,no,1630,no,no,unknown,5,jun,160,1,-1,0,unknown,no
71,retired,divorced,primary,no,1729,no,no,cellular,17,nov,456,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,1865,yes,no,unknown,8,may,380,3,-1,0,unknown,no
37,unemployed,married,secondary,no,2424,no,no,cellular,20,nov,633,2,156,2,other,no
47,blue-collar,married,primary,no,206,yes,yes,cellular,7,may,118,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,2235,yes,no,cellular,20,apr,419,2,151,2,failure,no
34,admin.,single,secondary,no,0,yes,no,unknown,27,may,197,2,-1,0,unknown,no
50,housemaid,married,primary,no,238,no,no,cellular,27,aug,968,5,-1,0,unknown,no
48,technician,married,secondary,no,7,no,no,unknown,19,jun,354,7,-1,0,unknown,no
33,blue-collar,married,secondary,no,245,yes,no,cellular,14,may,437,2,370,8,other,no
33,technician,single,unknown,no,135,yes,no,cellular,18,may,153,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,2476,no,no,cellular,13,aug,239,2,-1,0,unknown,no
46,services,married,secondary,no,-119,yes,no,cellular,15,may,138,2,297,3,failure,no
49,blue-collar,married,secondary,no,1838,yes,no,cellular,8,jul,203,1,-1,0,unknown,no
49,self-employed,married,tertiary,no,1791,no,no,cellular,25,sep,139,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,-1,0,unknown,yes
28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
55,technician,married,secondary,no,176,yes,no,cellular,28,jul,106,2,-1,0,unknown,no
44,services,married,secondary,no,1450,yes,no,cellular,14,apr,356,1,314,2,failure,no
28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
74,management,married,tertiary,no,4515,no,no,telephone,17,apr,1161,5,-1,0,unknown,no
53,management,divorced,tertiary,yes,0,yes,yes,cellular,30,jul,75,5,-1,0,unknown,no
32,technician,married,secondary,no,253,yes,no,cellular,21,nov,76,1,170,3,failure,no
50,self-employed,single,secondary,no,0,yes,no,telephone,19,nov,590,2,-1,0,unknown,no
59,retired,married,secondary,no,1896,no,no,telephone,20,nov,134,9,-1,0,unknown,no
41,management,married,tertiary,no,1409,no,no,cellular,5,aug,138,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,810,yes,no,unknown,14,may,19,14,-1,0,unknown,no
53,blue-collar,single,secondary,no,156,yes,yes,unknown,7,may,259,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,3396,yes,yes,telephone,20,nov,93,4,-1,0,unknown,no
30,admin.,married,secondary,no,3750,yes,no,cellular,20,nov,124,1,-1,0,unknown,no
28,technician,single,secondary,no,289,yes,no,unknown,26,may,83,1,-1,0,unknown,no
65,retired,married,secondary,no,3409,no,no,cellular,15,feb,92,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,-276,no,yes,cellular,4,feb,361,8,-1,0,unknown,no
56,services,married,secondary,yes,-8,no,no,cellular,6,aug,159,2,-1,0,unknown,no
50,blue-collar,married,primary,no,231,yes,no,unknown,16,may,171,4,-1,0,unknown,no
31,technician,married,secondary,no,171,no,no,cellular,27,aug,81,3,-1,0,unknown,no
29,services,single,secondary,no,-158,yes,no,unknown,7,may,128,2,-1,0,unknown,no
40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,-1,0,unknown,yes
26,services,single,primary,no,-32,yes,no,cellular,18,may,486,2,336,6,other,no
57,entrepreneur,married,tertiary,no,1114,no,no,unknown,6,jun,139,2,-1,0,unknown,no
28,unemployed,married,primary,yes,44,yes,no,cellular,31,jul,6,13,-1,0,unknown,no
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,36,yes,no,unknown,26,may,488,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,484,yes,no,cellular,15,may,210,1,361,2,failure,no
45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,no
48,management,married,primary,no,606,no,no,cellular,7,sep,589,3,186,6,failure,no
38,management,married,tertiary,no,-469,yes,no,unknown,16,jun,209,12,-1,0,unknown,no
39,management,single,tertiary,no,109,no,no,cellular,29,aug,159,2,-1,0,unknown,no
40,admin.,married,tertiary,no,1108,no,no,cellular,11,aug,170,2,112,1,success,no
38,admin.,married,secondary,no,257,yes,no,cellular,15,may,10,5,-1,0,unknown,no
34,admin.,single,secondary,no,1,yes,no,cellular,22,jul,483,7,-1,0,unknown,no
54,admin.,married,secondary,no,2935,yes,yes,cellular,17,nov,137,2,-1,0,unknown,no
36,technician,single,tertiary,no,306,no,no,cellular,14,aug,111,2,-1,0,unknown,no
49,services,married,secondary,no,1345,yes,no,cellular,20,apr,254,1,-1,0,unknown,no
29,entrepreneur,single,tertiary,no,402,yes,yes,cellular,29,jul,345,5,-1,0,unknown,no
24,unemployed,single,secondary,no,2573,no,no,cellular,24,may,375,2,-1,0,unknown,yes
25,services,single,secondary,no,-41,no,yes,cellular,14,jul,114,2,-1,0,unknown,no
39,management,married,tertiary,no,53,yes,no,cellular,29,oct,679,1,-1,0,unknown,no
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,failure,no
51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,no
43,self-employed,single,tertiary,no,0,no,no,unknown,19,jun,147,1,-1,0,unknown,no
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
52,services,married,secondary,no,2072,no,no,cellular,10,jul,224,1,-1,0,unknown,no
27,technician,single,secondary,no,487,yes,no,cellular,23,jul,319,1,-1,0,unknown,no
33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no
36,unknown,married,secondary,no,1370,no,no,unknown,18,jun,221,5,-1,0,unknown,no
24,student,single,unknown,no,0,no,no,cellular,4,may,90,2,-1,0,unknown,no
27,management,married,tertiary,no,9630,yes,no,cellular,25,jul,190,4,-1,0,unknown,no
42,blue-collar,married,primary,no,803,yes,no,unknown,7,may,171,2,-1,0,unknown,no
38,blue-collar,married,primary,no,7944,no,no,unknown,17,jun,116,3,-1,0,unknown,no
30,technician,single,secondary,no,925,no,no,cellular,20,nov,240,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1409,no,no,unknown,17,jun,235,2,-1,0,unknown,no
47,self-employed,married,secondary,no,523,no,no,unknown,20,jul,7,1,-1,0,unknown,no
41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,2,-1,0,unknown,yes
58,management,divorced,tertiary,no,50,yes,no,unknown,3,jun,109,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,770,yes,no,cellular,16,apr,178,1,-1,0,unknown,no
34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,490,3,-1,0,unknown,no
32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,141,yes,yes,unknown,14,may,21,10,-1,0,unknown,no
58,retired,married,secondary,no,1227,no,no,cellular,8,jul,625,1,156,1,failure,no
26,management,single,secondary,no,609,yes,no,cellular,21,jul,594,1,-1,0,unknown,no
41,admin.,married,secondary,no,1327,yes,yes,cellular,18,nov,425,2,176,2,failure,no
31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,-1,0,unknown,yes
34,management,single,tertiary,no,1040,yes,no,unknown,20,may,96,2,-1,0,unknown,no
38,blue-collar,married,primary,no,1,yes,no,cellular,7,may,154,1,-1,0,unknown,no
44,blue-collar,married,primary,no,658,yes,no,telephone,24,jul,236,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no
32,management,single,tertiary,no,1804,yes,no,unknown,20,jun,73,3,-1,0,unknown,no
33,blue-collar,married,unknown,no,24,yes,no,cellular,14,may,535,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,-288,no,yes,cellular,30,jul,311,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,320,yes,yes,cellular,3,feb,22,4,-1,0,unknown,no
45,services,divorced,secondary,no,396,yes,yes,cellular,1,apr,251,4,329,4,failure,no
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,-1,0,unknown,yes
30,technician,single,secondary,no,120,yes,no,cellular,18,may,74,1,-1,0,unknown,no
38,blue-collar,married,unknown,no,976,yes,no,unknown,29,may,318,2,-1,0,unknown,no
30,student,single,tertiary,no,3094,no,no,cellular,2,jun,116,2,-1,0,unknown,no
36,management,single,tertiary,no,1027,yes,no,cellular,4,jun,151,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,2717,yes,yes,cellular,24,jul,559,2,-1,0,unknown,no
27,blue-collar,single,primary,no,1,yes,no,cellular,28,jul,120,6,-1,0,unknown,no
27,admin.,single,secondary,no,-215,yes,no,unknown,20,may,89,3,-1,0,unknown,no
43,management,divorced,tertiary,no,3163,yes,no,cellular,22,jul,211,3,-1,0,unknown,no
31,self-employed,married,tertiary,no,414,no,no,cellular,14,aug,169,5,-1,0,unknown,no
51,technician,married,tertiary,no,7338,no,no,cellular,18,nov,82,1,-1,0,unknown,no
34,housemaid,married,primary,no,0,yes,no,cellular,4,feb,77,1,-1,0,unknown,no
35,technician,single,tertiary,no,147,no,no,cellular,21,aug,134,2,-1,0,unknown,no
39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
33,technician,married,secondary,no,95,no,no,cellular,28,aug,26,19,-1,0,unknown,no
41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,no
49,management,married,secondary,no,1601,no,no,cellular,29,jul,47,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,514,no,yes,telephone,15,jul,321,3,-1,0,unknown,no
30,management,single,tertiary,no,92,no,yes,cellular,29,jul,110,5,-1,0,unknown,no
58,blue-collar,married,primary,no,3108,no,yes,cellular,21,nov,53,1,-1,0,unknown,no
59,retired,married,secondary,no,2516,yes,yes,unknown,14,may,282,1,-1,0,unknown,no
34,services,married,primary,no,285,yes,no,cellular,3,feb,625,4,-1,0,unknown,no
23,technician,single,unknown,no,314,no,no,cellular,30,apr,666,1,-1,0,unknown,no
59,blue-collar,married,primary,no,5788,no,no,cellular,14,may,56,2,350,2,failure,no
56,blue-collar,married,primary,no,2163,no,no,telephone,31,jul,31,3,-1,0,unknown,no
46,blue-collar,married,primary,no,2023,yes,no,cellular,21,nov,118,1,-1,0,unknown,no
41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,no
46,management,married,secondary,no,3570,no,no,cellular,13,aug,69,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,339,2,-1,0,unknown,no
44,blue-collar,married,primary,no,1766,yes,no,cellular,20,nov,100,1,-1,0,unknown,no
47,management,single,tertiary,no,0,no,no,unknown,11,jun,58,3,-1,0,unknown,no
28,admin.,married,tertiary,no,153,yes,no,cellular,5,jun,77,1,-1,0,unknown,no
74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,no
35,management,single,secondary,no,83,yes,no,cellular,6,may,90,1,-1,0,unknown,no
42,technician,married,secondary,no,27,no,no,cellular,14,aug,259,4,-1,0,unknown,no
39,technician,single,secondary,no,0,yes,yes,cellular,5,feb,95,4,-1,0,unknown,no
30,technician,married,secondary,no,2107,no,no,cellular,4,may,23,5,-1,0,unknown,no
47,management,married,tertiary,no,24312,yes,no,cellular,29,jul,187,3,-1,0,unknown,no
60,housemaid,divorced,secondary,no,387,yes,no,unknown,4,jun,235,1,-1,0,unknown,no
34,management,married,primary,no,2026,yes,no,unknown,17,jun,100,8,-1,0,unknown,no
55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,feb,166,1,216,1,other,no
32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,unknown,no
