Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
23827,44950,Male,Loyal Customer,62,Personal Travel,Eco,397,2,4,2,3,2,2,4,2,4,3,4,5,4,2,71,62.0,neutral or dissatisfied
6260,127418,Male,Loyal Customer,11,Personal Travel,Eco,868,2,3,3,1,5,3,5,5,3,1,5,5,5,5,5,16.0,neutral or dissatisfied
17727,87650,Female,Loyal Customer,47,Business travel,Business,606,1,1,1,1,2,4,5,4,4,4,4,4,4,5,2,8.0,satisfied
24767,34972,Female,Loyal Customer,44,Business travel,Business,3813,1,1,1,1,5,1,2,4,4,4,4,2,4,4,4,0.0,satisfied
16572,63728,Female,Loyal Customer,32,Business travel,Eco,1660,4,4,4,4,4,4,4,4,4,1,4,1,4,4,5,0.0,neutral or dissatisfied
9948,40086,Male,Loyal Customer,20,Business travel,Eco Plus,493,2,4,4,4,2,2,1,2,4,4,2,3,2,2,0,0.0,neutral or dissatisfied
18863,79302,Male,Loyal Customer,40,Business travel,Business,2248,1,5,5,5,1,1,1,4,3,4,3,1,3,1,330,320.0,neutral or dissatisfied
10626,112276,Female,Loyal Customer,21,Personal Travel,Eco,1703,3,5,3,2,1,3,1,1,4,4,5,5,2,1,42,26.0,neutral or dissatisfied
22722,81368,Male,Loyal Customer,46,Business travel,Business,1671,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,18.0,satisfied
21695,40428,Male,disloyal Customer,27,Business travel,Eco,188,5,0,5,3,5,5,5,5,2,4,4,1,2,5,0,11.0,satisfied
22459,48153,Male,Loyal Customer,55,Business travel,Business,414,4,1,1,1,4,3,3,4,4,4,4,1,4,1,58,62.0,neutral or dissatisfied
3254,62643,Male,Loyal Customer,42,Personal Travel,Eco,1744,2,4,3,4,1,3,1,1,3,3,2,3,3,1,5,3.0,neutral or dissatisfied
25398,21642,Female,Loyal Customer,53,Personal Travel,Eco,780,3,4,4,4,1,4,3,5,5,4,5,1,5,2,0,0.0,neutral or dissatisfied
20762,22467,Female,Loyal Customer,30,Personal Travel,Eco,214,2,2,2,4,4,2,4,4,4,2,4,4,4,4,0,0.0,neutral or dissatisfied
8830,70337,Male,Loyal Customer,32,Business travel,Eco,986,2,1,1,1,2,2,2,2,3,2,4,4,4,2,99,111.0,neutral or dissatisfied
13770,124411,Female,Loyal Customer,33,Business travel,Business,2406,4,4,4,4,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
6439,103568,Female,Loyal Customer,23,Business travel,Business,3656,3,3,3,3,4,4,4,4,3,4,5,3,4,4,14,0.0,satisfied
10588,21777,Female,Loyal Customer,47,Business travel,Business,241,0,0,0,4,5,5,5,4,4,4,4,5,4,3,19,7.0,satisfied
22560,12577,Female,disloyal Customer,26,Business travel,Eco,542,5,0,5,1,4,0,4,4,5,4,1,3,1,4,13,6.0,satisfied
14461,15277,Female,Loyal Customer,35,Business travel,Eco,500,2,1,1,1,2,2,2,2,1,1,4,4,3,2,0,16.0,neutral or dissatisfied
7523,59603,Male,Loyal Customer,43,Business travel,Business,3004,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
20491,83953,Female,Loyal Customer,60,Business travel,Business,1715,3,3,1,3,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
21016,54209,Female,Loyal Customer,13,Business travel,Eco Plus,1504,4,2,2,2,4,4,5,4,3,1,5,3,2,4,8,1.0,satisfied
14596,3572,Male,Loyal Customer,44,Personal Travel,Eco,227,1,4,1,3,4,1,4,4,3,5,5,4,3,4,16,19.0,neutral or dissatisfied
25263,110671,Female,disloyal Customer,12,Business travel,Eco,1005,3,3,3,2,1,3,1,1,5,2,4,3,5,1,5,0.0,neutral or dissatisfied
8104,15213,Male,Loyal Customer,37,Business travel,Eco,529,5,5,5,5,5,5,5,1,5,1,4,5,1,5,134,123.0,satisfied
22806,62985,Female,Loyal Customer,30,Business travel,Business,862,3,4,4,4,3,3,3,3,4,3,3,3,4,3,2,0.0,neutral or dissatisfied
8701,60102,Male,Loyal Customer,50,Business travel,Business,3161,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0.0,satisfied
19904,104223,Male,Loyal Customer,24,Business travel,Business,3461,1,2,2,2,1,1,1,1,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
18389,84561,Female,Loyal Customer,10,Personal Travel,Eco,2486,1,1,1,3,4,1,4,4,3,5,2,3,3,4,1,0.0,neutral or dissatisfied
5482,2513,Male,Loyal Customer,58,Business travel,Business,2073,2,2,2,2,3,4,5,5,5,5,4,4,5,5,0,0.0,satisfied
4218,1249,Male,Loyal Customer,11,Personal Travel,Eco,282,2,1,2,3,4,2,4,4,4,1,4,4,4,4,10,12.0,neutral or dissatisfied
21926,26151,Male,Loyal Customer,25,Business travel,Business,1792,5,5,5,5,5,5,5,5,4,4,5,5,4,5,0,0.0,satisfied
10020,17668,Male,disloyal Customer,58,Business travel,Business,282,3,3,3,5,5,3,5,5,3,2,5,5,5,5,29,15.0,neutral or dissatisfied
9067,51803,Female,Loyal Customer,29,Personal Travel,Eco,370,4,3,4,2,4,4,4,4,3,4,4,3,2,4,0,0.0,neutral or dissatisfied
300,24665,Male,Loyal Customer,19,Personal Travel,Eco,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0,neutral or dissatisfied
16033,108764,Female,Loyal Customer,59,Business travel,Business,545,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
25225,58719,Male,disloyal Customer,25,Business travel,Business,1197,0,0,0,2,1,0,3,1,3,3,5,3,4,1,0,0.0,satisfied
15315,109099,Male,Loyal Customer,43,Personal Travel,Eco,781,2,2,2,4,5,2,5,5,1,5,4,2,4,5,2,0.0,neutral or dissatisfied
23127,89568,Female,Loyal Customer,47,Business travel,Eco,950,3,2,2,2,3,4,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
4115,9993,Male,Loyal Customer,12,Personal Travel,Eco,508,3,5,3,3,2,3,2,2,5,2,4,4,4,2,23,20.0,neutral or dissatisfied
2376,25821,Female,Loyal Customer,31,Personal Travel,Eco,1747,2,0,2,1,1,2,1,1,4,2,5,3,5,1,9,5.0,neutral or dissatisfied
19727,92059,Male,Loyal Customer,46,Business travel,Business,1535,3,3,3,3,3,5,4,2,2,3,2,3,2,4,0,0.0,satisfied
7294,51060,Female,Loyal Customer,20,Personal Travel,Eco,158,2,4,2,3,3,2,3,3,4,4,4,4,4,3,67,71.0,neutral or dissatisfied
6699,40631,Male,Loyal Customer,47,Personal Travel,Eco,391,3,5,3,3,1,3,1,1,1,4,4,5,3,1,11,28.0,neutral or dissatisfied
1438,84682,Female,disloyal Customer,59,Business travel,Eco,682,3,3,3,1,2,3,2,2,3,5,1,1,2,2,0,4.0,neutral or dissatisfied
15535,103881,Male,Loyal Customer,28,Personal Travel,Eco,882,3,3,4,4,5,4,5,5,5,4,5,5,4,5,0,0.0,neutral or dissatisfied
21176,35915,Male,Loyal Customer,33,Personal Travel,Eco,2248,3,5,3,4,5,3,5,5,3,5,3,5,4,5,0,0.0,neutral or dissatisfied
20868,75581,Male,Loyal Customer,39,Business travel,Business,3795,2,2,2,2,3,5,5,5,5,5,5,4,5,4,4,2.0,satisfied
3898,109021,Female,Loyal Customer,50,Business travel,Business,1609,4,4,4,4,4,5,5,2,2,2,2,3,2,4,14,10.0,satisfied
14578,90375,Male,disloyal Customer,62,Business travel,Business,271,3,3,3,2,3,3,1,3,3,5,2,4,2,3,0,0.0,neutral or dissatisfied
3125,81576,Female,Loyal Customer,17,Business travel,Business,3084,5,5,5,5,3,3,3,3,5,3,4,5,4,3,18,3.0,satisfied
8469,988,Male,disloyal Customer,25,Business travel,Eco,102,3,3,3,2,4,3,4,4,2,4,4,4,4,4,0,0.0,neutral or dissatisfied
9391,50608,Male,Loyal Customer,32,Personal Travel,Eco,207,3,3,3,3,2,3,2,2,2,2,4,1,4,2,17,13.0,neutral or dissatisfied
3613,57652,Female,disloyal Customer,37,Business travel,Eco,200,2,2,2,3,4,2,4,4,4,4,3,3,4,4,77,75.0,neutral or dissatisfied
18986,96676,Female,Loyal Customer,28,Business travel,Eco Plus,1036,4,4,4,4,4,4,4,4,4,5,4,3,4,4,0,0.0,neutral or dissatisfied
12382,107184,Female,disloyal Customer,34,Business travel,Eco,668,2,1,2,3,3,2,3,3,1,4,4,3,4,3,0,0.0,neutral or dissatisfied
24463,45322,Male,Loyal Customer,17,Business travel,Eco,188,5,5,3,5,5,5,5,5,3,5,2,4,5,5,0,0.0,satisfied
10327,76580,Male,Loyal Customer,36,Business travel,Eco,547,2,3,3,3,2,2,2,2,3,4,4,1,4,2,1,0.0,neutral or dissatisfied
8775,38977,Male,Loyal Customer,27,Business travel,Eco,313,4,1,1,1,4,4,4,4,3,4,4,4,1,4,2,0.0,satisfied
14609,96217,Female,Loyal Customer,43,Business travel,Business,3548,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
5129,80480,Male,Loyal Customer,59,Personal Travel,Eco,1299,1,4,1,1,4,1,4,4,3,4,4,3,5,4,0,4.0,neutral or dissatisfied
8068,117772,Male,Loyal Customer,42,Business travel,Business,1891,1,1,1,1,2,3,4,5,5,5,5,4,5,5,36,22.0,satisfied
20902,114574,Female,Loyal Customer,58,Business travel,Business,2055,3,3,3,3,5,5,5,4,2,4,5,5,5,5,149,142.0,satisfied
12507,120262,Female,Loyal Customer,53,Business travel,Business,237,1,2,2,2,5,2,2,1,1,2,1,1,1,3,0,0.0,neutral or dissatisfied
157,55823,Female,disloyal Customer,49,Business travel,Business,1416,3,4,4,2,2,3,2,2,4,2,5,5,4,2,0,0.0,neutral or dissatisfied
17461,108987,Male,Loyal Customer,60,Business travel,Business,3017,1,1,1,1,5,5,5,3,3,3,3,4,3,4,0,12.0,satisfied
20278,65510,Male,Loyal Customer,31,Business travel,Business,1616,3,3,3,3,1,2,1,1,3,5,5,5,4,1,0,0.0,satisfied
5527,106336,Male,disloyal Customer,22,Business travel,Business,825,0,4,0,5,3,0,3,3,4,2,4,4,5,3,0,0.0,satisfied
6345,121708,Male,Loyal Customer,53,Business travel,Business,2719,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
17424,109115,Female,Loyal Customer,17,Business travel,Business,849,4,4,2,4,4,4,4,4,3,5,5,5,5,4,0,4.0,satisfied
15618,115055,Male,Loyal Customer,46,Business travel,Business,296,5,5,5,5,2,5,5,3,3,4,3,5,3,3,0,0.0,satisfied
1026,94980,Female,disloyal Customer,24,Business travel,Eco,148,2,3,1,4,2,1,2,2,1,5,1,2,2,2,3,8.0,neutral or dissatisfied
17871,52029,Male,Loyal Customer,35,Personal Travel,Eco,328,1,2,1,2,3,1,3,3,3,1,2,2,3,3,0,0.0,neutral or dissatisfied
18802,111092,Male,Loyal Customer,57,Personal Travel,Eco,197,1,5,1,5,4,1,4,4,4,5,4,4,4,4,0,0.0,neutral or dissatisfied
25318,60200,Male,disloyal Customer,22,Business travel,Eco,983,4,4,4,4,3,4,3,3,3,5,3,5,5,3,0,0.0,satisfied
23923,17475,Female,Loyal Customer,45,Business travel,Eco,241,4,5,2,5,1,3,3,4,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
2606,81156,Male,disloyal Customer,26,Business travel,Business,700,3,3,3,2,5,3,5,5,4,4,5,4,4,5,0,0.0,neutral or dissatisfied
17853,36206,Female,Loyal Customer,60,Business travel,Eco,496,5,4,3,3,1,1,5,5,5,5,5,5,5,3,0,0.0,satisfied
71,15143,Male,Loyal Customer,35,Business travel,Business,1042,3,2,2,2,2,4,3,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
24242,31679,Male,Loyal Customer,56,Business travel,Eco,776,2,2,2,2,2,2,2,2,4,5,3,1,3,2,0,0.0,neutral or dissatisfied
10150,86935,Male,Loyal Customer,51,Personal Travel,Eco Plus,352,2,5,2,3,2,2,2,2,3,5,4,4,5,2,3,3.0,neutral or dissatisfied
4202,112228,Female,Loyal Customer,57,Personal Travel,Eco,1199,1,4,1,4,4,3,3,1,1,1,1,2,1,4,108,110.0,neutral or dissatisfied
24362,84349,Female,Loyal Customer,44,Business travel,Business,606,5,5,5,5,3,5,4,3,3,3,3,4,3,4,19,22.0,satisfied
10780,16121,Male,Loyal Customer,38,Business travel,Eco,725,2,4,4,4,2,2,2,2,1,1,4,1,4,2,35,30.0,neutral or dissatisfied
5931,7090,Male,disloyal Customer,20,Business travel,Eco,273,1,1,1,3,5,1,5,5,2,2,3,1,3,5,2,0.0,neutral or dissatisfied
18772,126298,Male,Loyal Customer,64,Personal Travel,Eco,631,2,2,2,2,2,2,2,2,1,3,3,3,2,2,0,0.0,neutral or dissatisfied
23901,39323,Female,Loyal Customer,38,Personal Travel,Eco,67,1,5,1,1,1,1,1,1,3,5,4,4,5,1,0,0.0,neutral or dissatisfied
20578,128701,Male,Loyal Customer,54,Business travel,Business,1464,1,0,0,4,3,3,4,5,5,0,1,3,5,3,72,55.0,neutral or dissatisfied
4295,87846,Male,Loyal Customer,61,Personal Travel,Eco,214,1,3,1,4,4,1,4,4,5,4,3,3,4,4,0,0.0,neutral or dissatisfied
22905,70383,Female,disloyal Customer,26,Business travel,Business,1562,1,1,1,3,1,1,1,1,4,2,4,5,5,1,52,45.0,neutral or dissatisfied
18300,72775,Male,Loyal Customer,53,Business travel,Business,1856,5,5,5,5,5,5,5,5,5,5,5,3,5,4,9,0.0,satisfied
20949,76822,Male,Loyal Customer,45,Business travel,Business,1851,1,1,1,1,4,3,4,2,2,2,2,3,2,4,0,0.0,satisfied
4275,21123,Male,Loyal Customer,60,Personal Travel,Eco,227,5,5,5,3,1,5,1,1,5,2,5,4,5,1,0,0.0,satisfied
13797,93000,Female,Loyal Customer,39,Personal Travel,Eco Plus,738,4,5,4,4,5,4,5,5,4,3,4,4,5,5,0,5.0,neutral or dissatisfied
9395,8527,Female,Loyal Customer,41,Personal Travel,Eco,862,3,4,3,1,2,3,2,2,5,3,4,5,4,2,7,12.0,neutral or dissatisfied
24174,54641,Female,Loyal Customer,36,Business travel,Eco,965,5,1,1,1,5,5,5,5,4,2,5,1,1,5,92,90.0,satisfied
21502,30096,Female,Loyal Customer,30,Personal Travel,Eco,539,2,5,2,4,5,2,5,5,4,5,4,4,5,5,0,0.0,neutral or dissatisfied
6452,90868,Female,disloyal Customer,38,Business travel,Business,406,5,5,5,3,3,5,3,3,5,4,5,4,5,3,0,0.0,satisfied
11348,129455,Female,Loyal Customer,57,Business travel,Business,1528,1,1,1,1,3,4,5,2,2,2,2,4,2,3,1,1.0,satisfied
17887,17619,Male,Loyal Customer,41,Business travel,Eco,622,4,3,3,3,4,4,4,4,4,5,1,3,3,4,33,26.0,satisfied
25491,76936,Female,Loyal Customer,57,Personal Travel,Eco,1823,3,4,3,4,3,5,5,3,4,3,5,5,5,5,181,179.0,neutral or dissatisfied
13822,78810,Female,Loyal Customer,27,Personal Travel,Eco,447,2,3,2,2,4,2,4,4,1,4,2,4,3,4,0,0.0,neutral or dissatisfied
19316,21302,Female,Loyal Customer,65,Personal Travel,Eco,620,3,5,3,3,4,4,5,3,3,3,3,3,3,5,0,0.0,neutral or dissatisfied
13451,43320,Female,Loyal Customer,38,Business travel,Eco,436,1,3,3,3,1,1,1,1,3,4,4,1,3,1,0,19.0,neutral or dissatisfied
7039,117899,Female,Loyal Customer,46,Business travel,Business,255,0,0,0,3,4,5,4,2,2,1,1,5,2,5,0,4.0,satisfied
24739,97314,Male,Loyal Customer,25,Business travel,Business,872,3,3,3,3,3,3,3,3,4,5,3,4,3,3,0,0.0,neutral or dissatisfied
16544,7301,Female,disloyal Customer,43,Business travel,Business,116,3,3,3,4,2,3,2,2,3,5,4,3,5,2,7,43.0,neutral or dissatisfied
24786,47753,Female,Loyal Customer,45,Business travel,Business,3661,4,4,4,4,2,1,4,5,5,5,5,2,5,3,67,55.0,satisfied
17023,99844,Male,disloyal Customer,36,Business travel,Business,280,1,1,1,4,3,1,3,3,3,3,3,3,4,3,50,64.0,neutral or dissatisfied
21056,28898,Male,Loyal Customer,26,Business travel,Business,1543,2,2,2,2,4,4,4,4,1,3,1,1,5,4,27,19.0,satisfied
25820,17777,Male,Loyal Customer,31,Business travel,Business,1042,2,3,3,3,2,2,2,2,4,1,3,3,3,2,93,78.0,neutral or dissatisfied
12553,56400,Female,disloyal Customer,29,Business travel,Business,719,3,3,3,2,2,3,2,2,4,4,4,5,5,2,12,0.0,neutral or dissatisfied
15395,4337,Female,Loyal Customer,53,Business travel,Business,1814,1,1,1,1,4,4,5,5,5,5,5,4,5,5,19,31.0,satisfied
24135,92852,Male,Loyal Customer,7,Personal Travel,Eco Plus,1587,3,4,3,2,5,3,3,5,4,2,5,4,5,5,0,8.0,neutral or dissatisfied
14481,39270,Female,Loyal Customer,53,Business travel,Business,3329,2,2,5,2,5,2,2,1,1,1,2,2,1,4,0,0.0,neutral or dissatisfied
9446,88124,Female,Loyal Customer,50,Business travel,Business,3953,0,1,1,2,3,4,4,4,4,3,3,3,4,3,0,0.0,satisfied
1526,48489,Male,Loyal Customer,24,Business travel,Business,833,5,5,2,5,5,5,5,5,3,4,1,5,5,5,34,23.0,satisfied
14959,62520,Male,Loyal Customer,40,Business travel,Business,1846,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,27.0,satisfied
23935,11599,Male,disloyal Customer,17,Business travel,Eco,468,2,0,2,1,2,2,2,2,1,3,3,1,2,2,0,0.0,neutral or dissatisfied
4030,115327,Male,disloyal Customer,27,Business travel,Business,296,4,4,4,1,4,4,4,4,5,4,4,5,4,4,17,30.0,satisfied
12968,55301,Male,Loyal Customer,60,Business travel,Business,2072,3,5,5,5,2,3,2,3,3,3,3,4,3,3,68,53.0,neutral or dissatisfied
10893,129597,Female,Loyal Customer,49,Business travel,Business,3496,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
4125,87037,Female,disloyal Customer,22,Business travel,Business,594,4,3,4,1,3,4,3,3,4,5,4,3,4,3,27,34.0,satisfied
10270,106937,Female,Loyal Customer,53,Business travel,Business,3754,2,4,4,4,4,2,2,2,2,2,2,1,2,4,1,19.0,neutral or dissatisfied
13373,26013,Female,disloyal Customer,23,Business travel,Eco,425,1,0,1,5,3,1,3,3,5,4,3,1,1,3,0,0.0,neutral or dissatisfied
24603,127294,Female,Loyal Customer,55,Business travel,Eco Plus,1107,2,2,5,2,2,4,3,1,1,2,1,2,1,1,30,55.0,neutral or dissatisfied
17286,10571,Female,Loyal Customer,57,Business travel,Business,1938,3,3,3,3,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
12112,100694,Male,Loyal Customer,70,Personal Travel,Eco,677,1,1,1,3,4,1,4,4,4,5,4,2,4,4,0,0.0,neutral or dissatisfied
23436,40856,Male,Loyal Customer,41,Personal Travel,Eco,558,2,4,2,4,4,2,1,4,4,3,4,3,5,4,0,0.0,neutral or dissatisfied
21991,127651,Female,disloyal Customer,21,Business travel,Eco,1773,1,1,1,3,3,1,3,3,5,2,4,3,4,3,10,15.0,neutral or dissatisfied
21592,109519,Male,Loyal Customer,23,Business travel,Business,861,4,2,2,2,4,3,4,4,2,3,3,2,2,4,0,0.0,neutral or dissatisfied
8276,49857,Male,Loyal Customer,41,Business travel,Business,326,1,1,1,1,5,3,5,4,4,4,4,2,4,4,32,22.0,satisfied
18677,11509,Male,Loyal Customer,70,Personal Travel,Eco Plus,312,1,4,1,4,2,1,2,2,3,5,4,3,4,2,0,0.0,neutral or dissatisfied
5123,41557,Male,Loyal Customer,58,Business travel,Eco,1504,2,2,2,2,2,2,2,2,1,1,4,1,4,2,27,42.0,neutral or dissatisfied
5689,52274,Female,Loyal Customer,43,Business travel,Eco,370,2,2,2,2,1,3,3,3,3,2,3,2,3,4,10,15.0,neutral or dissatisfied
6037,29725,Female,Loyal Customer,66,Personal Travel,Eco,2777,3,3,4,3,4,1,2,4,3,3,4,2,1,2,52,68.0,neutral or dissatisfied
1793,72341,Male,Loyal Customer,58,Business travel,Business,985,4,4,3,4,5,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
1268,16259,Male,Loyal Customer,33,Business travel,Business,748,5,5,5,5,3,3,3,3,2,2,3,5,2,3,88,73.0,satisfied
5293,115983,Female,Loyal Customer,29,Personal Travel,Eco,404,1,3,1,2,2,1,2,2,1,4,3,4,2,2,0,0.0,neutral or dissatisfied
5636,99276,Female,disloyal Customer,27,Business travel,Eco,935,3,3,3,4,5,3,4,5,3,4,4,1,3,5,7,0.0,neutral or dissatisfied
5443,116154,Male,Loyal Customer,64,Personal Travel,Eco,446,4,5,4,4,1,4,2,1,3,3,5,3,4,1,32,29.0,neutral or dissatisfied
24932,35991,Male,Loyal Customer,69,Personal Travel,Eco,2496,2,2,1,4,1,1,1,2,1,3,4,1,2,1,0,28.0,neutral or dissatisfied
4858,112007,Female,disloyal Customer,65,Business travel,Eco Plus,133,2,2,2,3,4,2,5,4,3,4,3,2,3,4,14,15.0,neutral or dissatisfied
1363,37914,Female,Loyal Customer,66,Personal Travel,Eco,1023,4,4,4,3,2,5,3,3,3,4,3,1,3,2,1,3.0,neutral or dissatisfied
19428,103397,Male,Loyal Customer,55,Business travel,Business,2797,2,2,2,2,4,5,5,5,5,5,5,4,5,3,52,48.0,satisfied
5550,77314,Female,Loyal Customer,22,Business travel,Business,2880,2,2,2,2,5,5,5,5,5,5,4,4,4,5,0,0.0,satisfied
8073,22047,Female,Loyal Customer,33,Personal Travel,Business,304,1,4,1,4,4,4,3,3,3,1,3,2,3,4,5,0.0,neutral or dissatisfied
22036,49344,Female,Loyal Customer,57,Business travel,Business,1605,5,5,5,5,3,1,3,4,4,4,5,1,4,4,29,49.0,satisfied
4774,52524,Female,Loyal Customer,26,Business travel,Business,110,2,2,2,2,5,5,3,5,2,4,4,4,1,5,0,0.0,satisfied
22865,90916,Male,Loyal Customer,37,Business travel,Business,194,5,4,5,5,4,2,1,5,5,5,3,5,5,1,0,0.0,satisfied
6652,53565,Male,Loyal Customer,25,Business travel,Business,1195,2,2,3,2,5,5,5,5,2,3,5,1,1,5,0,0.0,satisfied
7384,6639,Male,Loyal Customer,43,Business travel,Business,416,3,3,3,3,2,5,4,5,5,5,5,3,5,3,50,56.0,satisfied
4823,121587,Female,disloyal Customer,22,Business travel,Business,536,0,0,0,3,1,0,1,1,3,1,2,4,1,1,3,0.0,satisfied
22985,53303,Male,disloyal Customer,38,Business travel,Eco,411,3,2,3,4,4,3,1,4,2,5,4,3,4,4,119,117.0,neutral or dissatisfied
15520,93495,Female,disloyal Customer,22,Business travel,Eco,1107,3,3,3,3,3,3,3,3,3,3,5,4,5,3,7,2.0,neutral or dissatisfied
22963,66586,Female,Loyal Customer,44,Business travel,Eco,761,4,5,5,5,3,3,3,4,4,4,4,2,4,3,1,0.0,neutral or dissatisfied
17537,4127,Female,disloyal Customer,20,Business travel,Eco,431,0,0,0,2,3,0,1,3,3,3,5,5,5,3,0,0.0,satisfied
396,62291,Male,disloyal Customer,34,Business travel,Business,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0.0,neutral or dissatisfied
4339,116518,Female,Loyal Customer,38,Personal Travel,Eco,371,5,1,5,3,5,5,5,5,4,4,1,3,3,5,0,0.0,satisfied
7631,51419,Male,Loyal Customer,59,Personal Travel,Eco Plus,262,1,3,1,4,2,1,2,2,1,3,3,3,3,2,87,104.0,neutral or dissatisfied
3056,119097,Female,Loyal Customer,27,Business travel,Business,3207,1,4,4,4,1,2,1,1,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
5020,112861,Male,disloyal Customer,25,Business travel,Eco,1313,1,1,1,1,5,1,5,5,4,4,4,3,5,5,0,0.0,neutral or dissatisfied
6233,112355,Male,Loyal Customer,46,Business travel,Business,2102,5,5,5,5,5,5,4,5,5,5,5,4,5,4,64,47.0,satisfied
6714,4197,Female,Loyal Customer,16,Personal Travel,Eco Plus,544,3,2,3,3,2,3,2,2,3,5,4,3,3,2,0,8.0,neutral or dissatisfied
15258,31015,Male,Loyal Customer,12,Personal Travel,Eco,391,4,5,4,5,3,4,3,3,3,5,5,3,5,3,54,51.0,satisfied
21525,9930,Male,Loyal Customer,46,Business travel,Business,457,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
22418,90354,Male,Loyal Customer,42,Business travel,Business,406,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
3139,58439,Female,Loyal Customer,47,Personal Travel,Eco,723,2,1,2,3,3,4,4,3,3,2,2,1,3,4,18,0.0,neutral or dissatisfied
13389,74891,Male,Loyal Customer,60,Personal Travel,Business,2475,1,5,1,1,4,3,5,5,5,1,5,4,5,5,0,0.0,neutral or dissatisfied
5516,97845,Male,Loyal Customer,43,Personal Travel,Eco,395,3,3,3,3,1,3,1,1,5,3,3,3,3,1,1,0.0,neutral or dissatisfied
2728,100681,Female,Loyal Customer,24,Business travel,Business,2782,3,3,3,3,3,3,3,3,1,4,4,3,3,3,0,0.0,neutral or dissatisfied
22087,81180,Male,Loyal Customer,43,Business travel,Business,2204,1,1,1,1,2,5,5,4,4,4,4,5,4,3,13,21.0,satisfied
15831,73855,Male,Loyal Customer,30,Personal Travel,Eco,1709,1,5,1,3,3,1,4,3,5,2,5,2,3,3,0,0.0,neutral or dissatisfied
23322,4229,Male,Loyal Customer,51,Business travel,Business,1020,2,2,2,2,2,4,4,4,4,4,4,3,4,4,29,41.0,satisfied
21633,33518,Female,Loyal Customer,61,Personal Travel,Eco,1554,1,5,1,4,2,5,5,2,2,1,2,4,2,4,0,0.0,neutral or dissatisfied
6099,14299,Female,Loyal Customer,42,Business travel,Business,3923,1,1,1,1,4,3,3,2,2,2,2,3,2,1,0,1.0,satisfied
10634,7891,Female,Loyal Customer,49,Personal Travel,Eco,948,2,2,2,3,4,3,5,3,3,2,3,3,3,4,0,0.0,neutral or dissatisfied
4425,66301,Female,Loyal Customer,45,Business travel,Business,852,1,1,1,1,5,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
20505,41217,Male,Loyal Customer,10,Personal Travel,Eco,1174,3,4,3,3,3,3,3,3,3,5,4,1,4,3,0,0.0,neutral or dissatisfied
8892,80897,Male,Loyal Customer,45,Personal Travel,Eco Plus,692,2,1,2,4,1,2,1,1,1,2,3,3,3,1,0,0.0,neutral or dissatisfied
8151,22845,Male,Loyal Customer,30,Personal Travel,Eco,147,4,1,4,2,2,4,2,2,2,2,2,4,2,2,6,4.0,satisfied
12619,26774,Male,Loyal Customer,41,Business travel,Business,3669,3,3,3,3,3,1,1,3,3,3,3,5,3,3,0,1.0,satisfied
19426,45162,Male,Loyal Customer,35,Business travel,Business,1847,4,5,5,5,2,4,3,3,3,3,4,4,3,1,81,96.0,neutral or dissatisfied
6053,61909,Female,Loyal Customer,53,Business travel,Business,2329,3,3,3,3,3,4,4,4,4,5,4,3,4,5,0,0.0,satisfied
10315,34119,Female,Loyal Customer,18,Business travel,Eco,1046,0,3,0,4,4,0,5,4,4,5,5,4,1,4,0,0.0,satisfied
7462,99339,Female,disloyal Customer,30,Business travel,Business,1771,2,2,2,4,1,2,1,1,4,4,4,5,5,1,0,0.0,neutral or dissatisfied
16473,111463,Male,Loyal Customer,25,Personal Travel,Eco,836,1,4,1,5,5,1,5,5,3,4,4,3,5,5,32,34.0,neutral or dissatisfied
